TRADEDATE,CLOSE,EMA_12,EMA_26,MACD,MACD_signal,RSI,ADX,Stoch_K,Stoch_D,ATR,Signal
2024-12-28,2662.8,2504.853150890282,,,,70.40765018244966,0.0,99.99999999999999,99.36634246979075,49.835062277394464,HOLD
2024-12-30,2752.2,2542.906512291777,,,,74.41553677253253,0.0,100.0,100.0,52.66112925758055,HOLD
2025-01-03,2687.6,2565.1670488622726,,,,67.32037679154055,0.0,88.67064188004211,96.22354729334738,53.513905739181936,HOLD
2025-01-06,2714.0,2588.0644259603846,2491.0852681342235,96.9791578261611,,68.63644951041402,0.0,93.30059628200634,93.99041272068281,51.57719818638323,HOLD
2025-01-08,2750.6,2613.069898889556,2510.3085816057624,102.76131728379369,,70.41527067549413,0.0,99.69856819894501,93.88993545366448,50.507398315927276,HOLD
2025-01-09,2734.0,2631.6745298296246,2526.878316301632,104.79621352799268,,68.51717456549478,28.313310218260085,96.30606860158315,96.43507769417816,48.085441293361036,HOLD
2025-01-10,2900.0,2672.955371394298,2554.5169595385482,118.43841185574956,,75.60024417273482,29.53645269485025,100.0,98.66821226684272,56.50790977240668,HOLD
2025-01-13,2891.6,2706.593006564406,2579.486073646804,127.10693291760208,,74.6845833096436,30.556725915425854,98.68852459016392,98.33153106391569,53.07163050294906,HOLD
2025-01-14,2938.0,2742.1940824775743,2606.0426607840777,136.15142169349656,,76.38597698464832,31.75306674641792,100.0,99.56284153005464,52.59508546702414,HOLD
2025-01-15,2985.6,2779.641146711793,2634.1580192445163,145.48312746727697,,78.01812003896704,33.1053739678547,100.0,99.56284153005464,52.23829364795098,HOLD
2025-01-16,2980.8,2810.5886626022866,2659.835203004182,150.75345959810466,,77.43688062385897,34.28663482687772,98.66592551417462,99.55530850472489,48.84984410166875,HOLD
2025-01-17,3052.8,2847.851945278858,2688.9437064853537,158.9082387935041,132.7153914401907,79.86059856210059,35.7450485885107,100.0,99.55530850472489,50.50342666583527,HOLD
2025-01-20,2969.8,2866.613184466726,2709.747876375328,156.86530809139822,137.5453747704322,70.46381224623073,35.87340712164108,80.03848003848003,92.90146851755155,52.82461047541847,HOLD
2025-01-21,3041.8,2893.565002241076,2734.344329977155,159.22067226392073,141.88043426912992,73.38895949903845,36.411532328539195,97.17948717948718,92.40598907265574,54.19428115574572,HOLD
2025-01-22,3005.8,2910.831924973218,2754.452157386255,156.37976758696323,144.78030093269658,69.67347500729126,36.418202702185674,87.13033953997811,88.11610225264845,52.89468964462103,BUY
2025-01-23,3022.2,2927.965474977338,2774.2853309131992,153.68014406413886,146.56026955898506,70.40845975054339,36.529018327666364,91.62102957283672,91.976952097434,50.28792609857665,SELL
2025-01-24,3009.6,2940.524632673132,2791.716047141851,148.8085855312811,147.00993275344428,69.02435358320739,36.447346638878756,87.24911452184173,88.66682787821885,47.595931377249734,BUY
2025-01-27,2912.8,2936.2593045695735,2800.685228835047,135.57407573452656,144.72276134966074,59.36851032593313,35.0740907358642,56.08531994981182,78.3184880148301,51.11050770744616,SELL
2025-01-28,3004.6,2946.7732577127163,2815.7900266991173,130.98323101359892,141.97485528244837,64.44783443839441,34.51146088546904,84.88080301129227,76.0717458276486,54.01690001405713,HOLD
2025-01-29,3020.2,2958.069679603068,2830.9315062028863,127.13817340018159,139.00751890599503,65.24299016002787,34.101228814120795,79.77667493796507,73.58093263302305,51.27283572733876,HOLD
2025-01-30,3057.0,2973.289728894904,2847.677320558228,125.6124083366758,136.32849679213118,67.11167388207085,33.984715232626435,99.99999999999999,88.21915931641911,50.23906174681458,HOLD
2025-01-31,3041.8,2983.82977060338,2862.0567782946555,121.7729923087245,133.41739589544983,65.54417249748951,33.66273412989903,89.45908460471578,89.74525318089361,47.73627162204209,HOLD
2025-02-03,3036.2,2991.886728972091,2874.956276198755,116.93045277333613,130.1200072710271,64.94235196912379,33.28158128655392,85.57558945908445,91.6782246879334,44.72653793475339,HOLD
2025-02-04,3000.6,2993.227232207154,2884.263218702551,108.96401350460292,125.88880851774228,61.10146779919167,32.402070430179776,60.88765603328699,78.64077669902908,44.074642367985284,HOLD
2025-02-05,3079.8,3006.5461195598996,2898.747424724584,107.79869483531547,122.27078578125692,65.92922165411227,32.267219486290784,100.0,82.15441516412382,46.58359648455779,HOLD
2025-02-06,3103.0,3021.3851780891455,2913.8772451153554,107.50793297379005,119.31821521976354,67.21291758446424,32.324173702884806,100.0,86.96255201109567,44.913339592803645,HOLD
2025-02-07,3105.0,3034.2489968446616,2928.0344862179218,106.21451062673987,116.69747430115882,67.32720360475207,32.39329627899156,100.0,100.0,41.84810105046053,HOLD
2025-02-10,3143.8,3051.1029973300983,2944.017116868446,107.08588046165232,114.77515553325753,69.54506512451204,32.77315117020818,100.0,100.0,41.63037954685622,HOLD
2025-02-11,3176.0,3070.3179208177758,2961.20103413745,109.11688668032593,113.64350176267122,71.28701363480869,33.374582095626614,100.0,100.0,40.956781007795044,HOLD
2025-02-12,3373.2,3116.9151637688874,2991.7194760531943,125.19568771569311,115.95393895327561,79.15173419316399,35.06452585585076,100.0,100.0,52.117010935809674,HOLD
2025-02-13,3328.0,3149.3897539582895,3016.6291444936987,132.76060946459074,119.31527305553864,74.13907365810357,35.93445133223396,90.18245004344053,96.7274833478135,51.62293872610898,HOLD
2025-02-14,3364.4,3182.468253349322,3042.3899486052765,140.07830474404545,123.46787939324,75.48548804541169,36.93553842805357,97.63821792807306,95.94022265717119,50.53558595995834,HOLD
2025-02-17,3492.0,3230.0885220648106,3075.6943968567375,154.3941252080731,129.65312855620664,79.51230385450017,38.445105973724864,100.0,95.94022265717119,56.04018696281845,HOLD
2025-02-18,3390.6,3254.7825955933013,3099.0207378303126,155.7618577629887,134.87487439756308,69.71242577831569,38.47037079825822,79.36507936507935,92.3344324310508,59.28017360833143,BUY
2025-02-19,3455.0,3285.585273194332,3125.3895720651044,160.19570112922747,139.93903974389596,72.06712064292199,38.83028900746377,92.47049247049247,90.61185727852394,59.64587549345062,SELL
2025-02-20,3436.6,3308.818308087512,3148.4421963565783,160.37611173093364,144.0264541413035,70.38344925894354,38.92736004201431,88.7260887260887,86.85388685388686,56.699741529632725,HOLD
2025-02-21,3425.0,3326.692414535587,3168.927959589424,157.7644549461629,146.7740543022754,69.28449139089453,38.862653508810745,86.36548636548636,89.18735585402253,53.47833142037324,BUY
2025-02-24,3452.0,3345.970504607035,3189.8962588790964,156.07424572793843,148.63409258740802,70.44136350152512,38.96776327998744,90.29597282872392,88.46251597343299,51.587022033203716,SELL
2025-02-25,3434.6,3359.605811590568,3208.0224619250894,151.58334966547864,149.22394400302215,68.64696398921217,38.81232828989838,85.24421593830333,87.30189171083786,49.145091887974885,BUY
2025-02-26,3324.8,3354.251071345865,3216.6726499306383,137.57842141522679,146.89483948546308,58.516934079175705,37.237265843770956,56.79586563307498,77.44535146670074,53.47758532454809,SELL
2025-02-27,3241.6,3336.920137292655,3218.5191203061468,118.40101698650824,141.1960749856721,52.22772320959826,34.8845173951668,28.087306145893102,56.70912923909048,55.600614944223246,HOLD
2025-02-28,3287.6,3329.3324238630157,3223.6362225056914,105.6962013573243,134.09610026000257,55.10095638086535,33.108293433135785,35.3164556962025,40.06654249172353,54.91485673392158,HOLD
2025-03-03,3215.2,3311.773589422552,3223.0113171348994,88.76227228765265,125.0293346655326,50.003422932216246,30.750610489872237,0.0,21.134587280698536,56.16379553864147,HOLD
2025-03-04,3383.2,3322.762267972929,3234.877145495277,87.88512247765175,117.60049222795644,59.391441143673546,29.88310861683477,60.69364161849707,32.00336577156653,64.15209585730994,HOLD
2025-03-05,3327.6,3323.506534438632,3241.7455050882195,81.76102935041263,110.43259965244768,55.66603092846764,28.548547554350275,40.60693641618498,33.766859344894016,63.541231867502084,HOLD
2025-03-06,3368.2,3330.382452217304,3251.1125047113146,79.26994750598942,104.20006922315604,57.75009880939104,27.60620744260566,55.2745664739884,52.19171483622349,61.902572448394785,HOLD
2025-03-07,3414.8,3343.369767260796,3263.2375043623283,80.13226289846762,99.38650795821836,60.070250594728726,27.061852220845196,83.23603002502094,59.70584430506477,60.80953155922375,HOLD
2025-03-10,3422.6,3355.559033836058,3275.0421336688228,80.51690016723524,95.61258640002174,60.461634338254406,26.61217599096697,86.48874061718095,74.9997790387301,57.023136447850604,HOLD
2025-03-11,3419.8,3365.4422593997415,3285.7649385822433,79.67732081749818,92.42553328351704,60.23339439619085,26.16218591627752,86.40202702702712,85.37559922307634,53.150055273004114,HOLD
2025-03-12,3417.2,3373.404988722858,3295.500869057633,77.90411966522515,89.52125055985866,60.006871164592425,25.712147394963,85.30405405405399,86.06494056608734,49.53933703921813,HOLD
2025-03-13,3374.2,3373.5272981501103,3301.330434312623,72.1968638374874,86.05637321538441,56.2398394725992,24.758790401656004,67.14527027027022,79.6171171171171,49.07224153641683,HOLD
2025-03-14,3440.4,3383.815406127016,3311.631883622799,72.18352250421731,83.281803073151,60.36509048486798,24.46163227228914,100.00000000000001,84.14977477477474,50.29565285524422,HOLD
2025-03-17,3533.8,3406.889959030552,3328.088781132221,78.80117789833093,82.38567803818698,65.33087554160377,24.894177498866505,100.0,89.0484234234234,53.37453479415535,HOLD
2025-03-18,3564.8,3431.18381148739,3345.622945492797,85.56086599459286,83.02071562946816,66.81690178650501,25.507957260128116,100.0,100.0,51.77635373742997,BUY
2025-03-19,3640.0,3463.3093789508684,3367.428653234071,95.88072571679731,85.59271764693399,70.1584367222845,26.555096744039787,99.99999999999999,100.0,53.44947132761353,SELL
2025-03-20,3632.4,3489.323320650735,3387.0561604019176,102.26716024881716,88.92760616731063,69.39783824613698,27.419171934128507,98.210922787194,99.40364092906468,50.17450908992684,BUY
2025-03-21,3642.6,3512.9043482429297,3405.985333705479,106.9190145374505,92.5258878413386,69.86995197986907,28.288963059080448,100.0,99.40364092906468,47.31918701207491,HOLD
2025-03-24,3597.6,3525.934448513248,3420.179012690259,105.75543582298906,95.1717974376687,65.09837739272865,28.417244692270128,85.71428571428571,94.64173616715989,47.1535307969267,HOLD
2025-03-25,3619.8,3540.375302588133,3434.9657524909803,105.40955009715253,97.21934796956548,66.32035682957027,28.710822218172527,91.69096209912547,92.46841593780373,45.37113574000339,SELL
2025-03-26,3557.6,3543.0252560361123,3444.049770824982,98.97548521113049,97.57057541787849,59.983522684243994,28.080763749131144,68.33084947839046,81.91203243060055,46.573197472860315,BUY
2025-03-27,3398.8,3520.83675510748,3440.697935949057,80.13881915842285,94.08422416598737,47.50394337108165,26.43308902201752,9.165424739195364,56.39574543890376,54.58939765337027,SELL
2025-03-28,3304.0,3487.4772543217136,3430.572162915794,56.90509140591985,86.64839761397387,41.89964960562325,25.702413074420807,0.0,25.83209140586194,57.4615835352724,HOLD
2025-03-31,3365.4,3468.6961382722193,3425.7445952924018,42.95154297981753,77.9090266871426,46.31710220051081,24.393668793936232,18.133490844654492,9.099638527949951,57.742898997038665,HOLD
2025-04-01,3252.2,3435.389040076493,3412.8894400855575,22.49959999093562,66.8271413479012,40.24222054326917,24.0451324438018,0.0,6.044496948218163,61.70412049725021,HOLD
2025-04-02,3302.2,3414.8984185262634,3404.6902223014417,10.208196224821677,55.503352323285306,43.75148246115984,23.220707825567494,12.807377049180324,10.313622631278271,60.86811189030376,HOLD
2025-04-03,3272.4,3392.9755849068383,3394.890946575409,-1.9153616685707675,44.019609524914095,42.162290104376716,22.68194935969777,5.174180327868921,5.9938524590164155,58.648961040996326,HOLD
2025-04-04,3040.0,3338.6716487673248,3368.602728310564,-29.93107954323932,29.229471711283416,32.30673123723932,23.58845930994669,0.0,5.9938524590164155,71.05974953806802,HOLD
2025-04-07,3096.6,3301.429856649275,3348.454378065337,-47.02452141606227,13.97867308581428,36.21717297301129,23.872053259687615,9.39263192831064,4.855604085393187,70.02691028534886,HOLD
2025-04-08,2999.6,3254.9944940878477,3322.6133130234603,-67.61881893561258,-2.340825318471092,32.72787449370854,24.63357534177977,0.0,3.13087730943688,71.95355955068109,HOLD
2025-04-09,3148.8,3238.6568796127945,3309.7382527995005,-71.08137318670606,-16.088934892118086,41.98627746725573,24.018944564720588,23.203732503888066,10.865454810732901,77.47116243991819,HOLD
2025-04-10,3101.2,3217.509667364672,3294.2909748143525,-76.7813074496803,-28.22740940363053,40.09059228561562,23.718874673789564,16.38181231860688,13.195181607498315,75.33750797992404,HOLD
2025-04-11,3169.4,3210.1081800777993,3285.039791494771,-74.93161141697192,-37.56824980629881,43.99241720985158,22.88312601658984,27.37826507578202,22.32126996609232,74.82768598135806,HOLD
2025-04-14,3104.0,3193.7838446812148,3271.629436569233,-77.84559188801813,-45.62371822264268,41.219998738000434,22.502927682228876,18.709677419354854,20.823251604581255,74.1542798398325,HOLD
2025-04-15,3147.8,3186.7094070379508,3262.4568857122526,-75.74747867430187,-51.64847031297452,43.77556476233281,21.784973080586763,37.12424849699403,27.737396997376973,71.98611699413019,HOLD
2025-04-16,3172.0,3184.4464213398046,3255.756375659493,-71.30995431968859,-55.58076711431733,45.193369922493936,20.91584371307286,47.12957900492072,34.32116830708987,68.57282292312087,HOLD
2025-04-17,3225.0,3190.6854334413733,3253.4781256106417,-62.79269216926832,-57.02315212530753,48.270025642082906,19.66944394084832,61.618370694368494,48.62406606542775,67.46047842861223,HOLD
2025-04-18,3145.8,3183.7799821427006,3245.5019681580015,-61.7219860153009,-57.96291890330621,44.27062045216069,19.083156336963615,48.31460674157314,52.35418548028745,68.29901568371135,HOLD
2025-04-21,3225.0,3190.121523351516,3243.9833038500014,-53.86178049848559,-57.142691222342094,48.835905044901864,17.886780776336728,74.48777263714479,61.473583357695475,69.07765742058909,HOLD
2025-04-22,3276.2,3203.364365912821,3246.3697257870385,-43.00535987421745,-54.31522495271717,51.596422948845465,16.836694705575187,100.0,74.26745979290598,67.800681890547,HOLD
2025-04-23,3214.6,3205.0929250031563,3244.0164127657767,-38.923487762620425,-51.23687751469783,48.22514725852363,15.887956998565786,77.72957339117862,84.07244867610781,67.35777604122221,HOLD
2025-04-24,3212.0,3206.1555519257477,3241.6448266349785,-35.48927470923081,-48.087356953604434,48.08234416134914,15.0273792901516,76.78958785249463,84.83972041455776,62.732220609706324,HOLD
2025-04-25,3284.4,3218.193159321787,3244.811876513869,-26.61871719208193,-43.793629001299934,52.3166365831745,14.2844688396943,100.0,84.83972041455776,63.422776280441596,HOLD
2025-04-28,3279.8,3227.671134810743,3247.4035893646933,-19.732454553950447,-38.981394111830035,52.02630604954952,13.553162216067486,97.48908296943237,91.42622360730901,59.22114940326719,HOLD
2025-04-29,3224.6,3227.198652532167,3245.714434596938,-18.515782064770974,-34.88827170241822,48.54484197622792,12.793254124120763,67.35807860262004,88.28238719068413,58.93392444589098,HOLD
2025-04-30,3169.8,3218.3680906041413,3240.0911431453133,-21.72305254117191,-32.255227870168966,45.30369506971274,12.550510254568065,36.47450110864753,67.10722089356665,58.63864412832732,HOLD
2025-05-02,3006.8,3185.8191535881197,3222.810317727142,-36.9911641390222,-33.202415123939616,37.321740637326215,13.465120603153382,0.0,34.61085990375586,66.09302669058965,HOLD
2025-05-05,2946.2,3148.9546684207166,3202.3206645621685,-53.36599614145189,-37.235131327442076,34.86248507076655,14.665662895302114,0.0,12.158167036215849,65.70066764126184,HOLD
2025-05-06,3042.0,3132.5001040482985,3190.445059779786,-57.944955731487426,-41.377096208251146,41.432631543506176,14.842039509020424,28.326434062684832,9.442144687561616,67.8506199526003,HOLD
2025-05-07,3038.0,3117.961626502406,3179.152833129431,-61.19120662702517,-45.339918292005954,41.24556321320329,15.032537156165114,27.143701951508014,18.490045338064288,63.28986138455742,HOLD
2025-05-08,3055.2,3108.305991655882,3169.9711417865105,-61.66515013062872,-48.60496465973051,42.44883846439852,15.037560279291412,32.22945002956828,29.233195347920383,59.99772842851759,HOLD
2025-05-12,3158.4,3116.0127621703614,3169.1140201726953,-53.10125800233391,-49.50422332825119,49.17459440057186,14.081541540353033,62.74393849793025,40.70569682633552,63.083604969337784,HOLD
2025-05-13,3162.0,3123.08772183646,3168.5870557154585,-45.49933387899864,-48.703245438400685,49.396757967288046,13.162076151354437,63.80839739798936,52.92726197516263,58.834776042956506,HOLD
2025-05-14,3084.8,3117.197303092389,3162.380607143943,-45.18330405155393,-47.99925716103134,44.86753520509663,12.955214525906124,40.98166765227683,55.844667849398824,60.14657775417389,HOLD
2025-05-15,3102.0,3114.8592564627907,3157.907969577725,-43.048713114934344,-47.009148351811945,46.05433541093448,12.593606615559452,46.067415730337096,50.28582692686776,57.07896505744717,HOLD
2025-05-16,3072.8,3108.3886016223614,3151.6036755349305,-43.215073912569096,-46.25033346396337,44.31045962682522,12.506917515040943,37.433471318746385,41.49418490045344,55.08761041048665,HOLD
2025-05-19,3085.4,3104.85189368046,3146.69969956938,-41.84780588891999,-45.3698279489547,45.27343590104174,12.28886858283539,41.72661870503601,41.742501918039835,52.052781095451884,HOLD
2025-05-20,3059.0,3097.7977561911584,3140.2034255272038,-42.40566933604532,-44.77699622637283,43.573311933382655,12.329237215654297,40.5172413793104,39.892443801030936,50.2204395886339,HOLD
2025-05-21,3005.8,3083.6442552386725,3130.2476162288926,-46.60336099022015,-45.142269179142296,40.28989761907346,12.835725813522183,26.6547406082291,36.29953356419184,50.433265332302895,HOLD
2025-05-22,3060.0,3080.006677509646,3125.0440891008266,-45.037411591180444,-45.12129766154993,44.84949937959008,12.654732664273975,52.73401297497687,39.968664987505456,50.70231780856697,HOLD
2025-05-23,3080.8,3080.1287271235465,3121.7667491674324,-41.63802204388594,-44.42464253801714,46.53676351257339,12.245652104387029,62.37256719184442,47.25377359168346,48.56643796509791,HOLD
2025-05-26,3023.2,3071.3704614122316,3114.4655084883634,-43.09504707613178,-44.15872344564007,42.64582828411833,12.421581926356362,11.139564660691201,42.0820482758375,49.21169239616238,HOLD
2025-05-27,3107.2,3076.8826981180423,3113.9273226744103,-37.044624556368035,-42.735903667785664,49.30288906354886,11.634010756175774,64.91677336747743,46.142968406671024,51.69657151072221,HOLD
2025-05-28,3225.0,3099.669975330651,3122.1549284022317,-22.48495307158055,-38.68571354854464,56.86433268886015,11.783471831520075,100.0,58.68544600938955,56.41824497424206,HOLD
2025-05-29,3174.8,3111.228440664397,3126.0545633353995,-14.826122671002395,-33.913795373036194,53.22140184134882,11.401881960862159,77.09854014598547,80.6717711711543,55.974084618939045,HOLD
2025-05-30,3191.8,3123.624065177567,3130.9245956809254,-7.300530503358459,-28.591142399100647,54.289369448151724,11.20010831426882,84.85401459854022,87.31751824817523,53.19022143187197,HOLD
2025-06-02,3185.0,3133.0665166887106,3134.9301811860423,-1.8636644973316834,-23.245646818746856,53.76065629636535,10.937222495838784,81.75182481751823,81.23479318734798,49.87663418673827,HOLD
2025-06-03,3266.0,3153.5178218135243,3144.639056653743,8.878765159781324,-16.820764423041222,58.895796890912635,11.42667789844589,100.0,88.86861313868616,52.0997317448284,BUY
2025-06-04,3286.6,3173.992003072982,3155.154682086799,18.83732098618293,-9.689147341196392,60.10913277003356,12.054500798365368,100.0,93.91727493917274,49.849750905912074,HOLD
2025-06-05,3299.0,3193.224002600215,3165.80989082111,27.414111779105042,-2.268495517136105,60.85812207028059,12.744474811589656,100.0,100.0,47.17476869834694,HOLD
2025-06-06,3203.2,3194.758771430951,3168.579528538065,26.179242892886123,3.4210521648683407,52.63551529333109,12.210580717519704,67.32605729877208,89.10868576625735,50.64799950560788,HOLD
2025-06-09,3203.8,3196.1497296723433,3171.1884523500603,24.961277322282967,7.729097196351267,52.67863925228601,11.720982270762267,67.53069577080495,78.28558435652569,47.07314239806448,SELL
2025-06-10,3154.0,3189.665155876598,3169.915233657463,19.749922219134987,10.133262200908012,48.71417982259159,11.067505080544494,47.425670775924615,60.76080794850056,47.267917941059885,BUY
2025-06-11,3165.0,3185.8705165109677,3169.5511422754284,16.31937423553927,11.370484607834264,49.61614311898542,10.331857431697681,51.414068165337234,55.456811570688934,44.677352373841316,HOLD
2025-06-13,3133.6,3177.8288985862036,3166.888094699471,10.940803886732738,11.284548463613959,47.07125339074275,10.012294800182014,40.029006526468464,46.28958182257677,43.728970061424086,SELL
2025-06-16,3152.0,3173.855221880634,3165.7852728698804,8.06994901075359,10.641628573041885,48.7307478549239,9.478495352462696,23.357664233576713,38.266912975127475,41.91975791417951,HOLD
2025-06-17,3210.0,3179.415956975921,3169.060437842482,10.355519133438975,10.584406685121303,53.66260683426263,9.324626693668955,46.19105199516327,36.52590758506949,43.068346634595265,HOLD
2025-06-18,3194.4,3181.7211943642405,3170.9374424467424,10.783751917498194,10.624275731596683,52.207914009344776,8.973944041035466,36.75937122128183,35.43602915000728,41.10632187498131,BUY
2025-06-19,3180.8,3181.579472154357,3171.6680022655023,9.911469888854754,10.481714563048298,50.91216731594637,8.463210856329953,28.536880290205712,37.162434502216946,39.14158459819692,SELL
2025-06-20,3185.0,3182.1057072075328,3172.6555576532432,9.45014955428951,10.27540156129654,51.314034570474625,8.04636674852338,31.076178960096772,32.124143490528105,36.64575712689713,HOLD
2025-06-23,3160.2,3178.735598406374,3171.732923753003,7.002674653370832,9.6208561797114,48.774863848379745,7.646680453852582,16.0822249093107,25.23176138653773,35.799631617833064,HOLD
2025-06-24,3193.6,3181.022429420778,3173.3527071787066,7.669722242071202,9.23062939218336,52.20504654429184,7.4154491828156095,36.275695284159596,27.81136638452236,35.62822935941642,HOLD
2025-06-25,3240.6,3190.188209509889,3178.333988128432,11.854221381457137,9.755347790038115,56.60832932184884,7.829762735987141,64.6916565900846,39.016525594518306,36.44049869088668,BUY
2025-06-26,3235.6,3197.17463881606,3182.5759149337337,14.59872388232634,10.724023008495761,56.01707841788136,8.130020836005219,95.32710280373831,65.43148489266083,34.194748784394775,HOLD
2025-06-27,3260.0,3206.8400789982043,3188.3110323460496,18.529046652154648,12.285027737227539,58.30569342174395,8.735771848616821,100.0,86.67291979794096,33.495123871223726,HOLD
2025-06-30,3268.0,3216.249297613865,3194.2139188389347,22.03537877493045,14.235097944768123,59.05791105210028,9.405713114626462,100.0,98.44236760124612,31.674043594707744,SELL
2025-07-01,3278.8,3225.8724825963473,3200.479554480495,25.3929281158521,16.46666397898492,60.10434261408365,10.177289756716046,100.0,100.0,30.18304048080006,BUY
2025-07-02,3268.2,3232.3844083507556,3205.4958837782365,26.888524572519145,18.551036097691764,58.52332531903983,10.667900994968123,92.6997245179061,97.56657483930205,28.78425187502865,HOLD
2025-07-03,3244.4,3234.232960912178,3208.3776701650336,25.85529074714441,20.011887027582294,55.023587980827564,10.62352022145176,72.87066246056779,88.52346232615797,28.42823388395516,HOLD
2025-07-04,3217.4,3231.643274617997,3209.0459908935495,22.597283724447607,20.528966366955355,51.27728442937545,10.047136894400381,48.229342327150164,71.26657643520802,28.326217177958362,HOLD
2025-07-07,3188.0,3224.9289246767667,3207.4870286051387,17.44189607162798,19.91155230788988,47.48598764645021,9.688646349744273,23.440134907251345,48.180046564989766,28.40291595096134,SELL
2025-07-08,3157.0,3214.478320880341,3203.7472487084615,10.731072171879532,18.07545628068781,43.80796115484735,9.88118432855434,0.0,23.889825744800508,28.588421954464103,HOLD
2025-07-09,3182.4,3209.5431945910577,3202.165971026353,7.377223564704764,15.935809737491201,47.402716968482906,9.546440776173515,20.853858784893312,14.764664564048223,28.360677529145246,HOLD
2025-07-10,3199.8,3208.044241577049,3201.9907139132897,6.053527663759269,13.959353322744816,49.77316600851899,8.896976383191765,35.13957307060765,18.664477285166992,27.577771991349163,HOLD
2025-07-11,3119.4,3194.4066659498108,3195.872883253046,-1.4662173032352257,10.874239197548809,40.65559562749172,9.596392615792647,0.0,18.664477285166992,31.35078827768137,HOLD
2025-07-14,3243.0,3201.882563495994,3199.363780789857,2.51878270613679,9.203147899266405,54.46503311292877,9.548779334750133,77.54077791718936,37.56011699593234,37.94001768641841,HOLD
2025-07-15,3316.8,3219.562169111995,3208.0627599906084,11.499409121386634,9.662400143690451,60.39163438298549,10.351219714300758,99.99999999999999,59.180259305729784,40.50144499453139,BUY
2025-07-16,3351.0,3239.7833738639956,3218.650703695008,21.132670168987715,11.956454148749906,62.80748804376789,11.441463598457432,100.00000000000001,92.51359263906312,40.05134178063628,HOLD
2025-07-17,3281.6,3246.2167009618424,3223.3136145324147,22.90308642942773,14.145780604885472,55.420428068465895,11.398548765669068,70.03454231433501,90.01151410477833,42.14767451059083,HOLD
2025-07-18,3341.0,3260.7987469677128,3232.0311245670505,28.767622400662276,17.070148964040833,59.78063470215311,11.98158347506505,95.68221070811745,88.57225100748417,43.37998347412007,HOLD
2025-07-21,3358.0,3275.752785895757,3241.362152376899,34.39063351885807,20.53424587500428,60.9575768118638,12.691106913390627,100.00000000000001,88.57225100748417,41.49569894025434,SELL
2025-07-22,3346.8,3286.683126527179,3249.172363311943,37.510763215235784,23.92954934305058,59.71770501063353,13.17282695950482,95.30595138306796,96.99605403039516,39.33172044452188,BUY
2025-07-23,3335.8,3294.239568599921,3255.589225288836,38.650343311084725,26.873708136657413,58.4600327322836,13.440472334701402,90.69572506286679,95.33389214864492,37.30802612705603,HOLD
2025-07-24,3306.2,3296.079634969164,3259.3381715637374,36.74146340542666,28.847259190411265,55.09740176881905,13.208627780626609,78.29002514668893,88.0972338642079,36.75745283226634,HOLD
2025-07-25,3250.0,3288.9904603585233,3258.6464551516087,30.344005206914517,29.14660839371192,49.29924791301111,12.365267678945122,54.73595976529755,74.5739033249511,38.14620620139016,HOLD
2025-07-28,3170.0,3270.684235687981,3252.0800510663043,18.604184621676723,27.03812363930488,42.450926376043924,12.560474314893716,21.207041072925367,51.41100866163729,41.13576290129087,SELL
